time,TATM,E,NC,nonUV,ES,YGROSS,S,invNCfrac,MIU,CPC,YNET,K,scc,gama3,ratioKNC,g4,theta1,share1,climsen,prtp,share2,theta2,YGreen,elasmu,damageNC
2240,1.9984991105730436,0.0006937112471288336,0.00017860923494787283,0.013364476605833571,14.911844410473195,1581.965214712257,0.23942032812712283,0.0,0.999993510012866,113.74599419600567,1573.1973690947902,4299.251763051087,486.16631894292664,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1569.4165875781812,1.45,0.07923818399245847
2245,1.994733138462271,0.00872535746485126,0.0001357950217031814,0.011653112103776458,14.054977931372585,1622.143295787955,0.23899109619714248,0.0,0.9999106645819359,116.71214501310524,1613.186619727916,4417.416345394625,442.21377149491894,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1609.5547802629392,1.45,0.07923818399245847
2250,1.9912353617772554,0.016179979477581898,0.0001033305439081012,0.01016516325044026,13.24257527127559,1661.6026549423852,0.24088526315174683,0.0,0.9998312808228447,119.26517952042765,1652.4602507953114,4531.786484414026,393.6831491861171,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1648.974409053554,1.45,0.07923818399245847
2255,1.9879873318132086,0.006748741751604045,7.868866080600773e-5,0.0088706629293423,12.473204809398357,1702.4053883783777,0.2386048159563601,0.0,0.9999286975999284,122.57243955314337,1693.0690140393483,4662.042773458446,346.93837675368803,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1689.7202294760798,1.45,0.07923818399245847
2260,1.984954637056832,0.006774380066495968,5.9966880548513683e-5,0.007743828545914074,11.74379660772967,1740.3567708094267,0.23938827190577844,0.0,0.9999271331596651,125.18748619780905,1730.8413608225248,4768.766559158871,296.3109569078559,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1727.631611658724,1.45,0.07923818399245847
2265,1.982115975947827,0.009264567732949962,4.573052502430627e-5,0.006762434844366803,11.053416157636784,1778.804383226962,0.23782033897370405,0.0,0.9998984941262012,128.22832483570656,1769.1065578272419,4883.782695541606,247.29697068789338,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1766.0303090356922,1.45,0.07923818399245847
2270,1.979454002961295,0.021040867040031972,3.4896169165985574e-5,0.005907297958118041,10.399723599637882,1815.2735530210737,0.23574876557952412,0.0,0.9997648877725178,131.2243464399229,1805.403466604821,4983.814477553882,199.19762419588707,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1802.460044723367,1.45,0.07923818399245847
2275,1.976961319876322,0.024969597865367503,2.664454895477891e-5,0.005161835812458482,9.781058206787124,1849.6063991633798,0.23104811784499688,0.0,0.9997153432147434,134.53984343684132,1839.5749492368996,5067.53126360053,153.95891211443916,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1836.761797803383,1.45,0.07923818399245847
2280,1.9746220943541712,0.16461673503606933,2.03555077761693e-5,0.004511707855809073,9.195444596957884,1879.5779629462952,0.22346431597826463,0.0,0.9980803042616617,138.08033299702694,1869.4080701579635,5114.228317403799,112.32625182190361,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1866.7379497049442,1.45,0.07923818399245847
2285,1.972552105767206,5.007348616556066,1.5558594694050412e-5,0.00394443845104096,8.641101023632297,1903.129919017949,0.2114275933155793,0.0,0.9400822340357989,142.01784822353886,1892.8541708823263,5105.647274351188,75.54184372656121,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1890.7084647955785,1.45,0.07923818399245847
2290,1.9753431588739379,23.9550155431255,1.1884175664311736e-5,0.00344734327625082,8.116098366348668,1916.890618028161,0.18687282975343975,0.0,0.7043979130825776,147.5909521365975,1906.511260236316,5013.573360897248,45.4553617915702,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1905.6071147536293,1.45,0.07923818399245847
2295,1.9995716512236956,36.22090911181734,9.02492586819364e-6,0.003004151438958036,7.615013582101766,1908.9070450474117,0.13711985866022758,0.0,0.5338858126725828,155.98761936453863,1898.315806042567,4740.995903537709,23.163801325379033,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1897.9267734925459,1.45,0.07923818399245847
2300,2.0505721351152104,54.46812538698192,6.7694507140447105e-6,0.002601816810239474,7.123001560162394,1851.5770715648953,0.015412665230257095,0.0,0.24968112774340362,172.62278373106986,1840.7731868048138,4100.727925723781,8.550312186974118,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1840.7309933915724,1.45,0.07923818399245847
2305,2.1359184713714643,53.59668814754992,4.972066918805393e-6,0.002229813202670886,6.613484499122078,1633.89766423405,1.5241584378681762e-6,0.0,0.13143100313476688,154.73183429436625,1623.5538135954796,2563.29168576115,-0.0,0.01053122614104478,3.87,0.5,1.0,0.0,3.2,0.015,0.0,1.0,1623.5480145001497,1.45,0.07923818399245847
