time,TATM,E,NC,nonUV,ES,YGROSS,S,invNCfrac,MIU,CPC,YNET,K,scc,gama3,ratioKNC,g4,theta1,share1,climsen,prtp,share2,theta2,YGreen,elasmu,damageNC
2250,1.6841197216400214,0.005121752257595382,0.0029728009043206503,0.054523397769404014,34.32432032587214,1746.0884999099255,0.24012769354035143,0.0,0.999949409702129,125.65233369071898,1739.2162297946807,4772.23763245593,456.44645676336955,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1735.5519350135733,1.45,0.07902286641291013
2255,1.6822657936077923,0.008136097916747234,0.0024294811033939144,0.04928976672083075,33.00077099804918,1789.4929771357213,0.24055695043105596,0.0,0.9999181661379698,128.7139823614797,1782.4653732743886,4901.729015460418,396.91961023272034,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1778.945383396089,1.45,0.07902286641291013
2260,1.6805151268903298,4.030764927973171e-5,0.0019862155287355444,0.0445669780076633,31.713871551710476,1832.8754621252456,0.2395905805688939,0.0,0.9999998121602912,132.01304157103291,1825.692462312998,5034.110348405066,337.9120839181107,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1822.3113924323372,1.45,0.07902286641291013
2265,1.6788481216283109,0.040771257270014905,0.001624412689578967,0.04030400339394298,30.462818151046875,1874.765096915499,0.23923624830469553,0.0,0.999575537777297,135.10430840053053,1867.4325014884607,5155.635042080574,278.8065211722771,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1864.193230372255,1.45,0.07902286641291013
2270,1.6772979486306832,0.10486973158226266,0.0013289615738927324,0.03645492523504516,29.24821442603921,1915.9826496603455,0.23577067410884137,0.0,0.9988891782006433,138.71495864766592,1908.5026763280196,5274.263908744505,223.09384740787988,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1905.4035705184758,1.45,0.07902286641291013
2275,1.6759131130286664,0.047342542235174236,0.001087574143806353,0.03297838904201285,28.068312525102414,1953.4133148933504,0.23172163705565893,0.0,0.9994888607202435,142.1845683266384,1945.7998002445934,5360.591516827215,170.17228928844395,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1942.8306483367269,1.45,0.07902286641291013
2280,1.6746052542656151,0.08117484509337754,0.0008902836813236426,0.029837621911332723,26.92316815307653,1987.1935558310252,0.2250862441895436,0.0,0.999104685439396,145.90348342860966,1979.4604649331025,5416.3551765437705,122.32015688512021,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1976.6293460422999,1.45,0.07902286641291013
2285,1.6733972672180184,3.063644946654873,0.0007289732411045255,0.026999504460351223,25.811817415528388,2015.2375503328778,0.21193365277919815,0.0,0.9653799245523935,150.50297888642342,2007.4066372513569,5422.863946474807,81.2111001507104,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,2004.9591591572046,1.45,0.07902286641291013
2290,1.6753223417035072,19.653709635017044,0.0005966417567445522,0.02442625138543678,24.731578311390738,2031.4651112453023,0.1857229078162069,0.0,0.7711539002199909,156.85184148213037,2023.5529673990254,5326.73852312039,47.93239242010078,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,2022.318286442329,1.45,0.07902286641291013
2295,1.6962852016199654,42.621114943729275,0.0004861104130175998,0.02204791176092647,23.67269523783477,2022.8702561217422,0.1361354185210292,0.0,0.482423508546498,165.7560672167195,2014.7931865963833,5023.33999395715,23.460880554383493,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,2014.4827925237587,1.45,0.07902286641291013
2300,1.7530963348574284,61.40743461070597,0.00039112095193852785,0.019776778098025166,22.59823293521559,1962.5901925877413,0.015478580888831101,0.0,0.20193811572130588,183.25115013816006,1954.2201198192722,4337.444323349926,8.187142001215648,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1954.1954330806063,1.45,0.07902286641291013
2305,1.8516425895707374,55.37462970442881,0.00030774238643429636,0.017542587791836654,21.41227769229741,1733.3614567064824,9.758220194276885e-6,0.0,0.154111888374114,164.40338012948456,1725.1145419787756,2712.4583589125104,-0.0,0.01053122614104478,3.87,0.5,0.5481250000000001,0.1,3.2,0.015,0.0,1.0,1725.1049344470844,1.45,0.07902286641291013
